Gene_symbol	Ensembl gene ID	Chrom	CDS_Begin	CDS_End	Essential	Non-essential	Overexpressed_in_the_brain	Exon_number	CDS_length	GC%
CNTF	ENSG00000242689	11	58390146	58393198	Y	N	N	2	603	41.63
CCDC86	ENSG00000110104	11	60609544	60618554	Y	N	N	4	1083	54.76
PRPF19	ENSG00000110107	11	60658202	60674060	Y	N	N	16	1515	46.52
DDB1	ENSG00000167986	11	61066923	61110068	Y	N	N	27	3423	47.67
FEN1	ENSG00000168496	11	61560109	61564716	Y	N	N	2	1143	49.78
FTH1	ENSG00000167996	11	61727190	61735132	Y	N	Y	4	552	50.42
INCENP	ENSG00000149503	11	61891445	61920635	Y	N	N	19	2757	53.88
MTA2	ENSG00000149480	11	62360686	62369312	Y	N	N	18	2007	52.38
SLC3A2	ENSG00000168003	11	62623518	62656352	Y	N	N	13	1986	48.3
MARK2	ENSG00000072518	11	63606400	63678491	Y	N	N	19	2367	49.65
FERMT3	ENSG00000149781	11	63974150	63991354	Y	N	N	15	2004	56.16
PLCB3	ENSG00000149782	11	64018995	64036622	Y	N	N	32	3705	60.32
NRXN2	ENSG00000110076	11	64373646	64490660	Y	N	Y	22	5139	54.53
SF1	ENSG00000168066	11	64532078	64546258	Y	N	N	13	2022	49.33
MEN1	ENSG00000133895	11	64570988	64578766	Y	N	N	11	1848	57.82
EHD1	ENSG00000110047	11	64619114	64655768	Y	N	N	7	1605	54.84
SYVN1	ENSG00000162298	11	64889252	64902004	Y	N	N	16	1854	55.16
MAP3K11	ENSG00000173327	11	65365226	65382853	Y	N	N	10	2544	57.13
RELA	ENSG00000173039	11	65421067	65430565	Y	N	N	11	1656	55.62
KAT5	ENSG00000172977	11	65479467	65487075	Y	N	N	13	1641	55.16
OVOL1	ENSG00000172818	11	65554493	65564690	Y	N	N	4	804	60.16
CFL1	ENSG00000172757	11	65590493	65629497	Y	N	Y	4	615	50.18
MUS81	ENSG00000172732	11	65624597	65635124	Y	N	N	17	1656	60.2
EFEMP2	ENSG00000172638	11	65633912	65641063	Y	N	N	11	1332	60.57
FOSL1	ENSG00000175592	11	65659490	65668044	Y	N	N	4	816	55.66
DRAP1	ENSG00000175550	11	65686728	65689032	Y	N	N	7	639	65.51
CST6	ENSG00000175315	11	65779312	65780976	Y	N	N	3	450	63
BBS1	ENSG00000174483	11	66278077	66301098	Y	N	N	17	1782	49.91
RCE1	ENSG00000173653	11	66610306	66614017	Y	N	N	8	990	60.51
ADRBK1	ENSG00000173020	11	67033881	67054027	Y	N	Y	21	2070	61.02
RAD9A	ENSG00000172613	11	67159176	67165881	Y	N	N	11	1176	59.59
AIP	ENSG00000110711	11	67250512	67258574	Y	N	N	6	993	56.23
TBX10	ENSG00000167800	11	67398774	67407031	Y	N	N	8	1158	55.49
TCIRG1	ENSG00000110719	11	67806483	67818362	Y	N	N	20	2493	63.66
CHKA	ENSG00000110721	11	67820326	67888736	Y	N	N	12	1374	44
SUV420H1	ENSG00000110066	11	67922330	67981295	Y	N	Y	11	2658	42.49
LRP5	ENSG00000162337	11	68080077	68216743	Y	N	N	23	4848	54.62
CPT1A	ENSG00000110090	11	68522088	68611878	Y	N	N	20	2322	50.04
CCND1	ENSG00000110092	11	69455855	69469242	Y	N	N	5	888	58.58
FGF19	ENSG00000162344	11	69513000	69519410	Y	N	N	3	651	54.8
FGF4	ENSG00000075388	11	69587797	69590171	Y	N	N	3	621	66.44
FGF3	ENSG00000186895	11	69624992	69633792	Y	N	N	3	720	60.94
ANO1	ENSG00000131620	11	69924408	70035634	Y	N	N	26	2961	54.71
FADD	ENSG00000168040	11	70049269	70053496	Y	N	N	2	627	55.01
CTTN	ENSG00000085733	11	70244510	70282690	Y	N	N	19	1905	52.81
DHCR7	ENSG00000172893	11	71139239	71163914	Y	N	N	9	1428	51.71
NUMA1	ENSG00000137497	11	71713910	71791739	Y	N	N	27	6348	46.62
LAMTOR1	ENSG00000149357	11	71796941	71814433	Y	N	N	5	486	48.06
FOLR1	ENSG00000110195	11	71900602	71907345	Y	N	N	4	774	50.68
INPPL1	ENSG00000165458	11	71934745	71950149	Y	N	N	28	3777	58.64
PHOX2A	ENSG00000165462	11	71950121	71956708	Y	N	N	3	855	61.28
PDE2A	ENSG00000186642	11	72287185	72385635	Y	N	Y	31	2826	55.35
C2CD3	ENSG00000168014	11	73723763	73882255	Y	N	N	33	7062	40.35
PPME1	ENSG00000214517	11	73882144	73965748	Y	N	N	14	1203	38.65
SERPINH1	ENSG00000149257	11	75273101	75283828	Y	N	N	5	1257	55.42
MAP6	ENSG00000171533	11	75297963	75380165	Y	N	Y	4	2442	44.55
DGAT2	ENSG00000062282	11	75479778	75512579	Y	N	N	8	1167	52.25
WNT11	ENSG00000085741	11	75897369	75921803	Y	N	N	5	1065	57.85
CAPN5	ENSG00000149260	11	76777979	76837201	Y	N	N	14	2043	55.96
CLNS1A	ENSG00000074201	11	77225981	77348850	Y	N	N	7	714	41.76
AQP11	ENSG00000178301	11	77300436	77321400	Y	N	N	3	816	42.04
ODZ4	ENSG00000149256	11	78363876	79151992	Y	N	Y	34	8310	44.45
C11orf73	ENSG00000149196	11	86013253	86056969	Y	N	N	5	594	37.86
TYR	ENSG00000077498	11	88910620	89028908	Y	N	N	5	1590	35.29
CHORDC1	ENSG00000110172	11	89934328	89956532	Y	N	N	11	999	35.9
MRE11A	ENSG00000020922	11	94152895	94227074	Y	N	N	20	2136	37.27
MTMR2	ENSG00000087053	11	95566046	95658479	Y	N	N	15	1932	36.56
YAP1	ENSG00000137693	11	101981192	102104154	Y	N	N	9	1515	38.63
DYNC2H1	ENSG00000187240	11	102980160	103350591	Y	N	N	90	12945	35.1
SDHD	ENSG00000204370	11	111957497	111990353	Y	N	N	4	480	41.7
PTS	ENSG00000150787	11	112097088	112140678	Y	N	Y	6	438	41.9
NCAM1	ENSG00000149294	11	112831997	113149158	Y	N	Y	18	2547	41.71
ZNF259	ENSG00000109917	11	116648436	116658766	Y	N	N	14	1380	44.98
BACE1	ENSG00000186318	11	117156402	117186975	Y	N	Y	9	1506	49.67
DSCAML1	ENSG00000177103	11	117298489	117688240	Y	N	Y	33	6342	50.08
MLL	ENSG00000118058	11	118307205	118397539	Y	N	N	36	11919	41.25
UPK2	ENSG00000110375	11	118795873	118829269	Y	N	N	5	555	51.76
HYOU1	ENSG00000149428	11	118914900	118927913	Y	N	N	26	3000	53.98
HMBS	ENSG00000256269	11	118955576	118964259	Y	N	N	14	1086	50.91
DPAGT1	ENSG00000172269	11	118967213	118979041	Y	N	N	11	1227	50.74
HINFP	ENSG00000172273	11	118992297	119006752	Y	N	N	10	1554	48.01
CBL	ENSG00000110395	11	119076752	119177651	Y	N	N	16	2721	41.55
SC5DL	ENSG00000109929	11	121163162	121179403	Y	N	N	5	900	38.78
ROBO3	ENSG00000154134	11	124735282	124751366	Y	N	N	28	4161	56.31
CHEK1	ENSG00000149554	11	125495036	125546150	Y	N	N	12	1479	37.73
CDON	ENSG00000064309	11	125825691	125933230	Y	N	N	20	3864	39.95
ETS1	ENSG00000134954	11	128328656	128457437	Y	N	N	10	1458	42.5
FLI1	ENSG00000151702	11	128555046	128683161	Y	N	N	9	1359	46.58
KCNJ1	ENSG00000151704	11	128706210	128737268	Y	N	N	2	1176	45.77
APLP2	ENSG00000084234	11	129939732	130014699	Y	N	N	18	2292	43.6
ST14	ENSG00000149418	11	130029457	130080356	Y	N	N	19	2568	51.95
JAM3	ENSG00000166086	11	133938820	134021896	Y	N	Y	9	1068	41.98
KDM5A	ENSG00000073614	12	389295	498620	Y	N	N	28	5073	39.46
WNK1	ENSG00000060237	12	861759	1020618	Y	N	Y	30	8643	38.72
ERC1	ENSG00000082805	12	1099675	1605090	Y	N	N	19	3351	39.35
CACNA1C	ENSG00000151067	12	2079952	2802108	Y	N	N	48	6630	47.13
FKBP4	ENSG00000004478	12	2904119	2914576	Y	N	N	10	1380	51.61
FOXM1	ENSG00000111206	12	2966847	2986206	Y	N	N	10	2406	47.91
TULP3	ENSG00000078246	12	2986389	3050306	Y	N	N	12	1506	45
TEAD4	ENSG00000197905	12	3068496	3149839	Y	N	N	13	1305	51.6
KCNA1	ENSG00000111262	12	5019071	5040527	Y	N	N	2	1488	42.72
NTF3	ENSG00000185652	12	5541278	5630702	Y	N	N	2	813	46.64
SCNN1A	ENSG00000111319	12	6456009	6486896	Y	N	N	12	2187	51.15
VAMP1	ENSG00000139190	12	6571403	6580153	Y	N	Y	5	357	48.87
GAPDH	ENSG00000111640	12	6643093	6647537	Y	N	N	9	1008	60.63
USP5	ENSG00000111667	12	6961292	6975796	Y	N	N	20	2577	52.77
TPI1	ENSG00000111669	12	6976283	6980112	Y	N	N	7	861	59.16
ATN1	ENSG00000111676	12	7033626	7051484	Y	N	Y	10	3573	55.53
PTPN6	ENSG00000111679	12	7055631	7070479	Y	N	N	16	1875	57.71
PHB2	ENSG00000215021	12	7074490	7079988	Y	N	N	9	900	53.17
PEX5	ENSG00000139197	12	7341281	7371170	Y	N	N	16	1983	42.58
GDF3	ENSG00000184344	12	7842378	7848372	Y	N	N	2	1095	46.27
NANOG	ENSG00000111704	12	7940390	7948655	Y	N	N	4	918	43.96
SLC2A3	ENSG00000059804	12	8071826	8088871	Y	N	N	10	1491	44.63
PHC1	ENSG00000111752	12	9066492	9094063	Y	N	N	15	3015	44.13
M6PR	ENSG00000003056	12	9092959	9102551	Y	N	N	7	834	42.71
CLEC1B	ENSG00000165682	12	10138241	10166023	Y	N	N	6	690	37.27
ETV6	ENSG00000139083	12	11802788	12044558	Y	N	N	8	1359	43.19
LRP6	ENSG00000070018	12	12268959	12419946	Y	N	N	23	4842	38.54
GRIN2B	ENSG00000150086	12	13714144	14133053	Y	N	N	13	4455	40.46
STRAP	ENSG00000023734	12	16035325	16056412	Y	N	N	11	1092	36.48
AEBP2	ENSG00000139154	12	19556979	19873735	Y	N	N	9	1554	40.33
SOX5	ENSG00000134532	12	23682440	24103966	Y	N	N	15	2292	34.5
KRAS	ENSG00000133703	12	25357723	25403870	Y	N	N	6	570	36.37
MED21	ENSG00000152944	12	27175479	27219276	Y	N	N	6	480	39.33
PTHLH	ENSG00000087494	12	28111017	28125638	Y	N	N	5	630	40.26
DDX11	ENSG00000013573	12	31226779	31257725	Y	N	N	27	2913	52.28
DNM1L	ENSG00000087470	12	32832134	32898486	Y	N	N	21	2250	38.22
PKP2	ENSG00000057294	12	32943679	33049774	Y	N	N	14	2646	40.8
LRRK2	ENSG00000188906	12	40590546	40763087	Y	N	N	51	7584	35.24
CNTN1	ENSG00000018236	12	41086244	41465772	Y	N	Y	24	3057	35.22
PPHLN1	ENSG00000134283	12	42632249	42853517	Y	N	N	13	1377	39.77
PRICKLE1	ENSG00000139174	12	42852140	42984157	Y	N	N	8	2496	41.35
HDAC7	ENSG00000061273	12	48176505	48226915	Y	N	N	27	3045	54.88
COL2A1	ENSG00000139219	12	48366748	48398269	Y	N	N	54	4464	55.34
SENP1	ENSG00000079387	12	48436681	48500091	Y	N	N	18	1935	38.62
PFKM	ENSG00000152556	12	48498922	48540187	Y	N	N	25	2556	44.84
WNT1	ENSG00000125084	12	49372398	49375459	Y	N	N	4	1113	63.81
AQP2	ENSG00000167580	12	50344524	50352664	Y	N	N	4	816	54.88
AQP5	ENSG00000161798	12	50355653	50359434	Y	N	N	4	798	60.84
RACGAP1	ENSG00000161800	12	50370706	50426919	Y	N	N	19	1899	43.65
SLC11A2	ENSG00000110911	12	51373184	51422349	Y	N	N	17	1773	43.54
SCN8A	ENSG00000196876	12	51984050	52202297	Y	N	N	27	5943	40.95
ACVRL1	ENSG00000139567	12	52300692	52317145	Y	N	N	9	1554	54.84
ACVR1B	ENSG00000135503	12	52345451	52390862	Y	N	N	10	1641	44.84
KRT6B	ENSG00000185479	12	52840435	52845910	Y	N	N	9	1695	50.86
KRT6A	ENSG00000205420	12	52880958	52887041	Y	N	N	9	1695	50.05
KRT5	ENSG00000186081	12	52908359	52914471	Y	N	N	9	1773	50.88
KRT1	ENSG00000167768	12	53068520	53074191	Y	N	N	9	1935	47.13
KRT4	ENSG00000170477	12	53200333	53208335	Y	N	N	9	1785	49.03
KRT8	ENSG00000170421	12	53290971	53343738	Y	N	N	9	1536	50.58
ESPL1	ENSG00000135476	12	53662083	53687427	Y	N	N	31	6363	51.69
SP7	ENSG00000170374	12	53720362	53739099	Y	N	N	3	1296	53.32
SP1	ENSG00000185591	12	53773960	53810230	Y	N	N	6	2358	45.65
MAP3K12	ENSG00000139625	12	53874274	53893847	Y	N	Y	14	2679	53.2
TARBP2	ENSG00000139546	12	53894705	53900215	Y	N	N	9	1101	57.56
HOXC13	ENSG00000123364	12	54332535	54340328	Y	N	N	2	993	49.09
HOXC8	ENSG00000037965	12	54402832	54407570	Y	N	N	2	729	51.66
HOXC4	ENSG00000198353	12	54410715	54449814	Y	N	N	4	795	51.68
NFE2	ENSG00000123405	12	54685895	54694905	Y	N	N	4	1122	51.86
ZNF385A	ENSG00000161642	12	54762917	54785082	Y	N	N	8	1161	54.05
ITGA5	ENSG00000161638	12	54789045	54813244	Y	N	N	30	3150	52.6
NEUROD4	ENSG00000123307	12	55413729	55423798	Y	N	N	2	996	37.66
ITGA7	ENSG00000135424	12	56078352	56109827	Y	N	N	26	3546	51.53
GDF11	ENSG00000135414	12	56137064	56150911	Y	N	N	3	1224	48.88
CDK2	ENSG00000123374	12	56360553	56366568	Y	N	N	8	1041	47.74
ERBB3	ENSG00000065361	12	56473641	56497289	Y	N	Y	28	4029	49.92
TIMELESS	ENSG00000111602	12	56810903	56843187	Y	N	N	29	3627	46.6
PTGES3	ENSG00000110958	12	57057127	57082159	Y	N	N	8	483	44.11
NACA	ENSG00000196531	12	57106212	57125412	Y	N	N	9	6237	47.57
LRP1	ENSG00000123384	12	57522276	57607134	Y	N	N	89	13635	56.25
KIF5A	ENSG00000155980	12	57943781	57980415	Y	N	Y	29	3099	47.7
CDK4	ENSG00000135446	12	58142034	58149796	Y	N	N	8	912	53.72
AVIL	ENSG00000135407	12	58191159	58212487	Y	N	Y	19	2460	47.57
TBK1	ENSG00000183735	12	64845660	64895888	Y	N	N	21	2190	37.87
LEMD3	ENSG00000174106	12	65563351	65642107	Y	N	N	13	2736	35.54
GRIP1	ENSG00000155974	12	66741211	67197966	Y	N	N	25	3387	38.92
RAP1B	ENSG00000127314	12	69004619	69054372	Y	N	N	9	555	39.25
MDM2	ENSG00000135679	12	69201956	69239214	Y	N	Y	11	1494	39.06
FRS2	ENSG00000166225	12	69864129	69973562	Y	N	N	9	1527	37.91
PTPRB	ENSG00000127329	12	70910630	71031220	Y	N	N	34	6648	39.81
LGR5	ENSG00000139292	12	71833550	71980090	Y	N	N	18	2724	38.57
SYT1	ENSG00000067715	12	79257773	79845788	Y	N	Y	11	1269	35.61
PPP1R12A	ENSG00000058272	12	80167343	80329240	Y	N	N	26	3093	36.07
MYF6	ENSG00000111046	12	81101277	81103253	Y	N	N	3	729	51.19
MYF5	ENSG00000111049	12	81110691	81113452	Y	N	N	3	768	44.75
ALX1	ENSG00000180318	12	85673885	85695562	Y	N	N	4	981	31.86
RASSF9	ENSG00000198774	12	86198331	86230348	Y	N	N	2	1308	34.39
KITLG	ENSG00000049130	12	88885885	88974628	Y	N	N	10	822	36.79
DUSP6	ENSG00000139318	12	89741050	89747048	Y	N	N	3	1146	46.67
ATP2B1	ENSG00000070961	12	89981828	90103077	Y	N	Y	21	3663	36.37
UBE2N	ENSG00000177889	12	93799449	93836038	Y	N	Y	2	459	40.11
CRADD	ENSG00000169372	12	94071151	94288616	Y	N	N	3	600	40.55
VEZT	ENSG00000028203	12	95611522	95696566	Y	N	N	12	2340	38.6
METAP2	ENSG00000111142	12	95867296	95909615	Y	N	N	11	1437	39.23
ELK3	ENSG00000111145	12	96588160	96663613	Y	N	N	5	1224	45.11
APAF1	ENSG00000120868	12	99038919	99129204	Y	N	N	27	3747	39.48
SPIC	ENSG00000166211	12	101869199	101880775	Y	N	N	5	747	40.23
IGF1	ENSG00000017427	12	102789645	102874423	Y	N	N	4	588	39.66
ASCL1	ENSG00000139352	12	103351464	103354294	Y	N	N	2	711	51.29
HSP90B1	ENSG00000166598	12	104323885	104347423	Y	N	N	18	2412	39.78
TDG	ENSG00000139372	12	104359582	104382652	Y	N	N	10	1233	40.65
TXNRD1	ENSG00000198431	12	104609557	104744061	Y	N	N	17	1950	42.37
CHST11	ENSG00000171310	12	104849073	105155792	Y	N	N	3	1059	46.04
NUAK1	ENSG00000074590	12	106457118	106533811	Y	N	Y	7	1986	45.97
RFX4	ENSG00000111783	12	106976685	107156581	Y	N	N	18	2235	42.7
FOXN4	ENSG00000139445	12	109715784	109747025	Y	N	N	10	1554	51.97
ATP2A2	ENSG00000174437	12	110718561	110788898	Y	N	Y	20	3129	43.42
ARPC3	ENSG00000111229	12	110872630	110888227	Y	N	N	7	537	45.85
RAD9B	ENSG00000151164	12	110939460	110969891	Y	N	N	12	1290	42.63
TCTN1	ENSG00000204852	12	111051832	111087235	Y	N	N	15	1779	44.42
MYL2	ENSG00000111245	12	111348638	111358526	Y	N	N	7	501	47.16
CUX2	ENSG00000111249	12	111471828	111788358	Y	N	Y	22	4461	49.28
ATXN2	ENSG00000204842	12	111890018	112037480	Y	N	N	25	3942	41.99
PTPN11	ENSG00000179295	12	112856155	112947717	Y	N	Y	16	1782	43.16
LHX5	ENSG00000089116	12	113899838	113910085	Y	N	N	5	1209	60.88
RBM19	ENSG00000122965	12	114254543	114404176	Y	N	N	24	2883	50.43
TBX5	ENSG00000089225	12	114791736	114846247	Y	N	N	9	1557	45.85
TBX3	ENSG00000135111	12	115108059	115121969	Y	N	N	8	2232	47.27
FBXW8	ENSG00000174989	12	117348761	117470180	Y	N	N	11	1797	43.29
SUDS3	ENSG00000111707	12	118814185	118855840	Y	N	N	12	990	44.48
PRKAB1	ENSG00000111725	12	120105558	120119435	Y	N	N	8	813	47.82
CIT	ENSG00000122966	12	120123595	120315095	Y	N	Y	48	6210	43.74
PXN	ENSG00000089159	12	120648250	120703574	Y	N	N	11	1818	53
HNF1A	ENSG00000135100	12	121416346	121442296	Y	N	N	9	1989	52.17
KDM2B	ENSG00000089094	12	121867312	122018920	Y	N	N	23	4011	50.8
ORAI1	ENSG00000182500	12	122064455	122080583	Y	N	N	2	912	53.66
CDK2AP1	ENSG00000111328	12	123745528	123756881	Y	N	N	4	348	58.98
SETD8	ENSG00000183955	12	123868320	123893905	Y	N	N	8	1059	51.73
TMED2	ENSG00000086598	12	124069078	124083116	Y	N	N	4	606	42.28
NCOR2	ENSG00000196498	12	124808961	125052135	Y	N	Y	48	7566	57.37
SCARB1	ENSG00000073060	12	125261606	125367214	Y	N	N	12	1659	51.49
UBC	ENSG00000150991	12	125396150	125401914	Y	N	N	2	2058	50.69
EP400	ENSG00000183495	12	132434505	132565005	Y	N	N	54	9480	47.45
POLE	ENSG00000177084	12	133200345	133413387	Y	N	N	49	6894	52.22
GJB2	ENSG00000165474	13	20761609	20767037	Y	N	N	1	681	49.22
IFT88	ENSG00000032742	13	21140585	21265503	Y	N	N	28	2502	38.86
LATS2	ENSG00000150457	13	21547171	21635718	Y	N	N	8	3267	45.67
FGF9	ENSG00000102678	13	22245522	22278637	Y	N	Y	3	627	42.75
SHISA2	ENSG00000180730	13	26618735	26625198	Y	N	N	2	888	47.06
CDK8	ENSG00000132964	13	26828276	26979375	Y	N	N	13	1395	36.98
GSX1	ENSG00000169840	13	28366780	28368905	Y	N	N	2	795	63.97
PDX1	ENSG00000139515	13	28494157	28500368	Y	N	N	2	852	58.42
CDX2	ENSG00000165556	13	28535826	28545276	Y	N	N	3	942	55.29
FLT1	ENSG00000102755	13	28874489	29069265	Y	N	N	30	4017	41.61
SLC7A1	ENSG00000139514	13	30083547	30169825	Y	N	N	13	1890	47.44
HMGB1	ENSG00000189403	13	31032884	31191734	Y	N	N	5	648	41.99
BRCA2	ENSG00000139618	13	32889611	32973805	Y	N	N	27	10257	38.09
PDS5B	ENSG00000083642	13	33160564	33352157	Y	N	Y	35	4344	36.62
NBEA	ENSG00000172915	13	35516424	36247159	Y	N	Y	58	8841	35.01
ALG5	ENSG00000120697	13	37523912	37574398	Y	N	N	10	975	39.26
FAM48A	ENSG00000102710	13	37583449	37633850	Y	N	N	25	2436	35.69
POSTN	ENSG00000133110	13	38136720	38172981	Y	N	N	23	2511	32.94
FREM2	ENSG00000150893	13	39261266	39460074	Y	N	N	24	9510	37.65
FOXO1	ENSG00000150907	13	41129817	41240734	Y	N	N	3	1968	41.99
TPT1	ENSG00000133112	13	45911008	45915505	Y	N	N	5	567	44.51
CPB2	ENSG00000080618	13	46627321	46679161	Y	N	N	11	1272	39
RB1	ENSG00000139687	13	48877887	49056122	Y	N	N	27	2787	36.91
INTS6	ENSG00000102786	13	51928213	52028400	Y	N	N	18	2664	36.13
ATP7B	ENSG00000123191	13	52506809	52585630	Y	N	N	21	4398	44.56
DACH1	ENSG00000165659	13	72012098	72441330	Y	N	Y	12	2283	33.94
KLF5	ENSG00000102554	13	73629114	73651676	Y	N	N	4	1374	38.99
LMO7	ENSG00000136153	13	76194570	76434004	Y	N	N	31	5013	38.67
MYCBP2	ENSG00000005810	13	77618792	77901185	Y	N	Y	83	14037	35.72
EDNRB	ENSG00000136160	13	78469616	78493903	Y	N	Y	8	1599	37.9
POU4F1	ENSG00000152192	13	79173227	79177673	Y	N	N	2	1260	54.94
SPRY2	ENSG00000136158	13	80910111	80915086	Y	N	Y	2	948	47.95
SLITRK1	ENSG00000178235	13	84451344	84456528	Y	N	N	1	2091	47.33
ZIC5	ENSG00000139800	13	100617451	100624163	Y	N	N	2	1992	58.08
ZIC2	ENSG00000043355	13	100634026	100639018	Y	N	Y	3	1599	56.66
PCCA	ENSG00000175198	13	100741269	101182686	Y	N	N	24	2187	39.84
NALCN	ENSG00000102452	13	101706130	102068843	Y	N	Y	44	5217	37.99
ERCC5	ENSG00000134899	13	103497194	103528345	Y	N	N	15	3561	39.84
EFNB2	ENSG00000125266	13	107142093	107187462	Y	N	Y	5	1002	40.81
LIG4	ENSG00000174405	13	108859794	108870716	Y	N	Y	2	2736	40.6
COL4A1	ENSG00000187498	13	110801318	110959496	Y	N	N	52	5010	44.9
COL4A2	ENSG00000134871	13	110958159	111165374	Y	N	N	48	5139	47.83
F7	ENSG00000057593	13	113760105	113774995	Y	N	N	9	1401	61.36
F10	ENSG00000126218	13	113777128	113803843	Y	N	N	8	1467	48.54
PCID2	ENSG00000126226	13	113831891	113863029	Y	N	N	15	1362	43.42
CUL4A	ENSG00000139842	13	113862552	113919399	Y	N	N	20	2280	46.15
TFDP1	ENSG00000198176	13	114239013	114295504	Y	N	N	12	1233	53.48
RASA3	ENSG00000185989	13	114747194	114898086	Y	N	N	24	2505	56.87
APEX1	ENSG00000100823	14	20923350	20925927	Y	N	N	5	957	47.05
PNP	ENSG00000198805	14	20937113	20945253	Y	N	N	6	870	47.11
HNRNPC	ENSG00000092199	14	21677295	21737653	Y	N	N	8	921	39.78
CHD8	ENSG00000100888	14	21853353	21924285	Y	N	N	37	7746	42.52
DAD1	ENSG00000129562	14	23033805	23058175	Y	N	N	3	342	41.96
SLC7A7	ENSG00000155465	14	23242431	23299029	Y	N	N	11	1536	47.24
MMP14	ENSG00000157227	14	23305766	23318236	Y	N	N	10	1749	57.23
PRMT5	ENSG00000100462	14	23389720	23398794	Y	N	N	17	1914	47.75
MYH6	ENSG00000197616	14	23851199	23877486	Y	N	N	38	5820	53.35
REC8	ENSG00000100918	14	24641062	24649463	Y	N	N	20	1641	55.21
TINF2	ENSG00000092330	14	24708849	24711880	Y	N	N	9	1356	53.3
TGM1	ENSG00000092295	14	24718320	24733638	Y	N	N	15	2454	54.94
NOVA1	ENSG00000139910	14	26912299	27066960	Y	N	Y	5	1524	33.05
FOXG1	ENSG00000176165	14	29235050	29238870	Y	N	Y	1	1470	58.13
PRKD1	ENSG00000184304	14	30045687	30661104	Y	N	N	19	2763	37.08
G2E3	ENSG00000092140	14	31028329	31089269	Y	N	N	15	2211	35.48
HECTD1	ENSG00000092148	14	31569318	31677010	Y	N	N	43	7833	39.35
ARHGAP5	ENSG00000100852	14	32545320	32628934	Y	N	Y	7	4509	36.95
AKAP6	ENSG00000151320	14	32798479	33300567	Y	N	N	14	6960	37.94
NPAS3	ENSG00000151322	14	33404139	34273382	Y	N	N	12	2817	38.23
NFKBIA	ENSG00000100906	14	35870717	35873955	Y	N	N	6	954	56.53
NKX2-1	ENSG00000136352	14	36985602	36990354	Y	N	N	3	1206	62.28
PAX9	ENSG00000198807	14	37126773	37148920	Y	N	N	5	1026	43.45
FOXA1	ENSG00000129514	14	38059189	38069245	Y	N	N	2	1419	53.29
GEMIN2	ENSG00000092208	14	39583427	39606177	Y	N	N	10	843	39.65
PNN	ENSG00000100941	14	39644387	39652422	Y	N	N	9	2154	40.65
MGAT2	ENSG00000168282	14	50087489	50090198	Y	N	N	1	1344	47.97
ARF6	ENSG00000165527	14	50359810	50361490	Y	N	N	2	528	56.99
SAV1	ENSG00000151748	14	51098776	51135049	Y	N	N	5	1152	37.89
GNPNAT1	ENSG00000100522	14	53241912	53258386	Y	N	N	6	555	37.88
FERMT2	ENSG00000073712	14	53323986	53419153	Y	N	N	15	2064	39.3
BMP4	ENSG00000125378	14	54416454	54425479	Y	N	N	4	1227	53.91
OTX2	ENSG00000165588	14	57267426	57277197	Y	N	N	5	894	47.55
KIAA0586	ENSG00000100578	14	58894103	59015216	Y	N	N	34	4935	36.97
DACT1	ENSG00000165617	14	59100685	59115039	Y	N	Y	4	2511	45.52
DAAM1	ENSG00000100592	14	59655364	59838123	Y	N	Y	25	3237	39.75
SIX1	ENSG00000126778	14	61110132	61124977	Y	N	N	2	855	50.38
MNAT1	ENSG00000020426	14	61201460	61436671	Y	N	N	8	930	36.62
PRKCH	ENSG00000027075	14	61654277	62017694	Y	N	N	14	2052	42.48
HIF1A	ENSG00000100644	14	62162231	62214976	Y	N	N	15	2553	37.25
MTHFD1	ENSG00000100714	14	64854749	64926725	Y	N	N	27	3063	43.67
SPTB	ENSG00000070182	14	65213002	65346601	Y	N	N	35	6987	48.21
FNTB	ENSG00000257365	14	65453438	65529368	Y	N	N	12	1314	43.84
MAX	ENSG00000125952	14	65472892	65569413	Y	N	N	5	483	44.69
FUT8	ENSG00000033170	14	65877310	66210839	Y	N	Y	11	1728	37.41
GPHN	ENSG00000171723	14	66974125	67648520	Y	N	N	25	2349	36.43
EIF2S1	ENSG00000134001	14	67826714	67853233	Y	N	N	7	948	37.7
RAD51B	ENSG00000182185	14	68286496	69196935	Y	N	N	11	1278	40.99
ZFP36L1	ENSG00000185650	14	69254377	69263190	Y	N	N	2	1017	53.39
SMOC1	ENSG00000198732	14	70320848	70499083	Y	N	N	12	1308	45.43
PSEN1	ENSG00000080815	14	73603126	73690399	Y	N	N	12	1404	42.73
NUMB	ENSG00000133961	14	73741815	73930348	Y	N	N	13	1956	40.56
VSX2	ENSG00000119614	14	74706175	74729441	Y	N	N	5	1086	53.78
LTBP2	ENSG00000119681	14	74964873	75079306	Y	N	N	36	5466	51.71
TMED10	ENSG00000170348	14	75598173	75643334	Y	N	N	5	660	42.21
FOS	ENSG00000170345	14	75745477	75748933	Y	N	N	4	1143	53.92
TGFB3	ENSG00000119699	14	76424442	76449334	Y	N	N	7	1239	48.99
ESRRB	ENSG00000119715	14	76776957	76968178	Y	N	N	9	1527	48.68
SPTLC2	ENSG00000100596	14	77972340	78083116	Y	N	N	12	1689	41.35
NRXN3	ENSG00000021645	14	78708734	80330762	Y	N	Y	20	4179	39.19
TSHR	ENSG00000165409	14	81421333	81612646	Y	N	N	11	2295	38.85
